0,1,2,3,4,5
0.75,0.3333333333333333,0.0,1.0,1.0,0.0
0.75,1.0,1.0,0.0,0.0,0.0
0.25,0.3333333333333333,0.0,1.0,0.0,0.0
0.25,1.0,1.0,1.0,1.0,0.0
1.0,0.3333333333333333,1.0,0.5,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0
0.25,1.0,0.0,1.0,0.0,0.0
0.25,0.3333333333333333,1.0,0.0,0.0,0.0
0.25,0.3333333333333333,0.0,0.5,1.0,1.0
0.0,1.0,0.0,0.5,0.0,0.0
0.75,0.0,1.0,1.0,0.0,1.0
0.5,0.0,0.0,1.0,1.0,1.0
0.75,0.3333333333333333,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0
0.75,0.6666666666666666,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.5,0.0,0.0
0.5,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.5,1.0,0.0
0.25,1.0,1.0,1.0,0.0,1.0
1.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.75,0.3333333333333333,1.0,0.5,1.0,1.0
0.0,0.6666666666666666,0.0,0.5,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.6666666666666666,1.0,1.0,0.0,1.0
0.75,0.6666666666666666,0.0,0.5,0.0,0.0
0.25,1.0,1.0,0.0,0.0,1.0
0.75,0.0,1.0,0.5,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0
0.5,0.6666666666666666,0.0,1.0,1.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0
0.75,0.0,1.0,0.0,1.0,0.0
0.0,0.3333333333333333,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0
0.75,1.0,1.0,0.0,1.0,0.0
0.75,0.3333333333333333,0.0,0.0,0.0,0.0
0.5,0.3333333333333333,1.0,1.0,1.0,0.0
0.25,0.0,1.0,0.5,0.0,1.0
1.0,0.6666666666666666,1.0,0.5,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0
0.5,0.3333333333333333,1.0,0.5,1.0,0.0
0.75,0.0,0.0,1.0,1.0,1.0
0.5,0.0,1.0,1.0,0.0,1.0
0.0,1.0,1.0,0.5,1.0,0.0
0.0,1.0,1.0,0.5,0.0,1.0
0.5,0.6666666666666666,1.0,0.5,1.0,0.0
0.25,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0
0.75,0.6666666666666666,0.0,0.5,1.0,0.0
0.5,0.3333333333333333,1.0,0.0,0.0,0.0
0.25,0.6666666666666666,1.0,1.0,0.0,1.0
1.0,0.3333333333333333,1.0,0.0,0.0,0.0
0.75,0.6666666666666666,1.0,1.0,1.0,1.0
0.75,0.0,1.0,0.5,0.0,1.0
0.5,0.3333333333333333,0.0,1.0,1.0,0.0
0.0,0.6666666666666666,1.0,0.0,1.0,0.0
0.25,1.0,1.0,0.0,1.0,1.0
0.5,1.0,0.0,0.5,1.0,0.0
0.25,1.0,1.0,1.0,0.0,0.0
0.5,0.6666666666666666,0.0,1.0,0.0,1.0
0.0,0.3333333333333333,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.5,0.0,1.0
0.75,0.0,0.0,0.0,0.0,0.0
0.75,0.6666666666666666,0.0,0.5,0.0,1.0
1.0,0.6666666666666666,0.0,0.0,1.0,1.0
1.0,0.3333333333333333,0.0,0.0,0.0,1.0
0.75,0.6666666666666666,0.0,0.0,1.0,0.0
0.25,1.0,0.0,1.0,0.0,1.0
0.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.5,0.0,0.0,0.5,1.0,0.0
0.75,0.3333333333333333,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.5,0.0,0.0
0.0,0.3333333333333333,0.0,0.5,1.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0
0.5,1.0,0.0,0.5,0.0,1.0
0.5,0.3333333333333333,0.0,0.0,0.0,0.0
0.25,0.6666666666666666,1.0,1.0,0.0,0.0
0.75,1.0,0.0,0.5,0.0,1.0
0.5,1.0,1.0,0.0,0.0,1.0
0.25,0.0,1.0,0.5,0.0,0.0
0.25,0.3333333333333333,0.0,1.0,1.0,0.0
1.0,0.6666666666666666,0.0,1.0,1.0,1.0
0.75,1.0,1.0,0.5,1.0,0.0
0.75,0.0,0.0,0.5,0.0,0.0
0.5,1.0,0.0,1.0,0.0,0.0
0.5,0.6666666666666666,0.0,1.0,1.0,1.0
0.75,0.0,0.0,0.5,1.0,1.0
0.75,0.6666666666666666,1.0,0.5,1.0,1.0
0.75,1.0,1.0,1.0,1.0,0.0
0.25,0.6666666666666666,0.0,0.0,0.0,1.0
0.25,0.6666666666666666,1.0,0.5,1.0,1.0
0.75,0.0,1.0,0.0,1.0,1.0
0.0,0.3333333333333333,0.0,0.5,0.0,1.0
1.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.75,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.0,0.0,0.0,0.0
1.0,0.3333333333333333,0.0,0.5,0.0,0.0
0.25,0.6666666666666666,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.5,1.0,1.0
0.5,0.6666666666666666,0.0,0.5,1.0,1.0
0.25,1.0,1.0,0.0,0.0,0.0
0.25,1.0,0.0,0.5,0.0,1.0
0.5,0.6666666666666666,1.0,1.0,1.0,1.0
0.75,1.0,1.0,0.5,0.0,1.0
0.75,1.0,1.0,0.5,1.0,1.0
0.0,0.6666666666666666,0.0,0.5,0.0,1.0
0.75,0.3333333333333333,0.0,0.5,0.0,1.0
0.0,0.6666666666666666,0.0,0.0,1.0,0.0
0.25,0.3333333333333333,1.0,0.0,1.0,0.0
0.25,0.3333333333333333,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0
0.25,0.0,1.0,0.0,1.0,0.0
0.5,0.6666666666666666,1.0,0.0,1.0,1.0
0.75,0.3333333333333333,1.0,0.5,0.0,0.0
0.75,0.0,0.0,0.0,1.0,1.0
0.75,0.0,0.0,1.0,0.0,0.0
0.5,0.0,1.0,1.0,1.0,1.0
0.5,0.0,0.0,0.5,0.0,0.0
0.5,1.0,1.0,0.5,0.0,1.0
0.5,0.3333333333333333,0.0,0.5,0.0,0.0
0.25,0.0,0.0,1.0,0.0,0.0
0.5,0.3333333333333333,1.0,1.0,0.0,0.0
0.25,0.3333333333333333,1.0,0.5,1.0,1.0
0.25,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0
0.75,1.0,1.0,1.0,1.0,1.0
0.5,0.3333333333333333,1.0,0.0,1.0,1.0
0.75,0.3333333333333333,1.0,0.0,1.0,1.0
0.0,0.6666666666666666,0.0,0.0,0.0,0.0
0.5,0.3333333333333333,0.0,1.0,0.0,0.0
0.75,1.0,0.0,1.0,1.0,0.0
0.0,0.3333333333333333,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.5,0.0,0.0
0.25,0.0,0.0,0.5,1.0,1.0
0.5,0.3333333333333333,1.0,0.0,1.0,0.0
0.25,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0
0.0,0.6666666666666666,0.0,0.5,1.0,0.0
0.75,0.3333333333333333,1.0,1.0,1.0,0.0
0.75,0.6666666666666666,1.0,0.0,0.0,1.0
1.0,0.6666666666666666,1.0,0.0,1.0,1.0
0.25,0.3333333333333333,0.0,0.5,0.0,0.0
1.0,0.6666666666666666,0.0,0.5,0.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0
0.25,0.6666666666666666,1.0,1.0,1.0,1.0
0.0,0.3333333333333333,0.0,0.5,0.0,0.0
0.5,0.6666666666666666,0.0,1.0,0.0,0.0
0.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.25,0.3333333333333333,1.0,0.5,0.0,0.0
1.0,0.0,0.0,0.5,0.0,1.0
0.5,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.5,1.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0
0.5,0.6666666666666666,1.0,0.0,1.0,0.0
0.25,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0
0.75,0.3333333333333333,0.0,0.0,0.0,1.0
0.0,0.6666666666666666,0.0,1.0,0.0,1.0
0.25,0.0,1.0,1.0,1.0,0.0
1.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.25,1.0,1.0,0.5,1.0,0.0
0.75,0.0,0.0,1.0,1.0,0.0
0.25,0.3333333333333333,0.0,0.0,1.0,0.0
0.0,0.3333333333333333,1.0,0.5,1.0,1.0
1.0,0.0,0.0,0.5,1.0,1.0
0.25,0.0,0.0,1.0,1.0,1.0
0.75,0.0,1.0,1.0,1.0,0.0
0.75,0.6666666666666666,1.0,0.0,1.0,0.0
0.25,0.6666666666666666,0.0,0.5,1.0,1.0
0.0,0.0,1.0,1.0,1.0,0.0
0.75,0.3333333333333333,1.0,0.0,1.0,0.0
0.0,0.0,1.0,0.5,0.0,0.0
0.0,0.6666666666666666,1.0,0.5,1.0,0.0
0.0,0.3333333333333333,0.0,0.0,1.0,0.0
0.5,0.6666666666666666,0.0,0.5,0.0,0.0
1.0,0.6666666666666666,0.0,1.0,1.0,0.0
0.25,0.6666666666666666,0.0,0.5,0.0,1.0
0.0,0.6666666666666666,1.0,0.0,0.0,1.0
0.25,0.0,0.0,0.5,0.0,0.0
0.5,0.3333333333333333,1.0,1.0,0.0,1.0
0.5,0.0,1.0,0.5,0.0,0.0
0.75,0.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0,1.0
0.75,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,0.5,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
0.25,1.0,1.0,0.0,1.0,0.0
0.5,1.0,0.0,0.5,1.0,1.0
0.25,1.0,1.0,0.5,0.0,0.0
0.5,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.5,0.0,0.0
0.5,0.0,1.0,0.0,1.0,1.0
0.5,1.0,0.0,0.0,1.0,1.0
0.25,0.6666666666666666,1.0,0.5,0.0,1.0
0.5,0.6666666666666666,1.0,1.0,0.0,1.0
0.25,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.0,1.0,1.0,0.0
0.5,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0
0.5,0.3333333333333333,0.0,0.0,1.0,0.0
0.75,0.3333333333333333,1.0,0.5,1.0,0.0
0.5,0.3333333333333333,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,1.0
0.25,0.0,1.0,0.0,0.0,0.0
0.25,1.0,0.0,0.0,0.0,1.0
0.25,0.3333333333333333,1.0,1.0,1.0,1.0
0.25,0.3333333333333333,1.0,0.0,1.0,1.0
0.0,0.3333333333333333,1.0,1.0,0.0,1.0
0.75,1.0,0.0,1.0,0.0,0.0
0.5,0.0,0.0,0.5,0.0,0.0
0.75,1.0,1.0,0.0,0.0,1.0
0.5,0.3333333333333333,0.0,0.5,0.0,1.0
0.0,1.0,1.0,0.5,0.0,0.0
1.0,0.6666666666666666,1.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.0,0.5,0.0,0.0
0.5,0.0,0.0,0.0,1.0,0.0
0.75,0.0,0.0,1.0,0.0,1.0
1.0,0.3333333333333333,1.0,0.5,1.0,1.0
0.75,0.3333333333333333,1.0,0.5,0.0,1.0
1.0,1.0,0.0,0.5,1.0,0.0
0.25,0.0,1.0,0.0,1.0,1.0
0.5,0.3333333333333333,1.0,0.5,1.0,1.0
0.0,0.6666666666666666,1.0,0.5,0.0,1.0
0.0,0.3333333333333333,0.0,0.5,1.0,1.0
0.5,0.6666666666666666,0.0,0.0,1.0,1.0
0.75,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0
0.25,0.6666666666666666,1.0,0.0,1.0,0.0
0.25,0.3333333333333333,0.0,0.5,1.0,0.0
0.75,0.6666666666666666,0.0,0.5,1.0,1.0
1.0,0.3333333333333333,1.0,0.5,0.0,1.0
0.25,0.3333333333333333,0.0,0.5,0.0,1.0
0.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.5,0.6666666666666666,0.0,0.5,1.0,0.0
0.0,0.3333333333333333,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.5,1.0,0.0
1.0,0.3333333333333333,1.0,0.0,1.0,0.0
0.5,0.6666666666666666,0.0,0.0,0.0,1.0
0.75,0.6666666666666666,1.0,0.5,1.0,0.0
0.5,0.0,0.0,1.0,0.0,0.0
0.25,0.6666666666666666,1.0,0.5,0.0,0.0
0.25,0.0,0.0,0.0,1.0,1.0
0.25,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.5,1.0,0.0
0.75,1.0,0.0,0.5,0.0,0.0
0.75,0.6666666666666666,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,1.0,1.0
0.0,0.3333333333333333,1.0,0.5,0.0,0.0
0.5,0.3333333333333333,0.0,0.0,0.0,1.0
0.75,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0
0.75,0.6666666666666666,1.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.0,1.0,0.0,1.0
0.75,1.0,1.0,0.0,1.0,1.0
0.5,0.6666666666666666,1.0,0.0,0.0,1.0
0.75,1.0,1.0,1.0,0.0,1.0
0.25,1.0,1.0,0.5,0.0,1.0
0.75,0.3333333333333333,0.0,0.0,1.0,0.0
1.0,0.6666666666666666,1.0,1.0,1.0,1.0
0.25,1.0,0.0,0.5,1.0,0.0
0.75,1.0,1.0,1.0,0.0,0.0
0.75,0.6666666666666666,0.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0,0.0
0.5,1.0,1.0,1.0,1.0,0.0
0.75,0.3333333333333333,0.0,0.5,0.0,0.0
0.25,0.6666666666666666,0.0,1.0,0.0,1.0
0.5,1.0,1.0,1.0,0.0,1.0
0.75,0.6666666666666666,0.0,0.0,1.0,1.0
1.0,0.6666666666666666,1.0,0.0,0.0,1.0
0.5,0.3333333333333333,1.0,1.0,1.0,1.0
0.25,0.3333333333333333,0.0,0.0,0.0,1.0
0.25,0.6666666666666666,1.0,0.0,1.0,1.0
0.5,1.0,1.0,1.0,0.0,0.0
0.75,0.0,0.0,0.5,0.0,1.0
1.0,0.6666666666666666,1.0,0.5,1.0,0.0
0.0,0.6666666666666666,1.0,0.5,1.0,1.0
0.5,0.0,1.0,0.5,1.0,0.0
0.75,0.6666666666666666,1.0,0.5,0.0,0.0
0.25,0.6666666666666666,1.0,0.0,0.0,0.0
1.0,0.6666666666666666,1.0,0.0,1.0,0.0
0.75,0.3333333333333333,1.0,1.0,0.0,1.0
0.5,0.0,0.0,1.0,1.0,0.0
0.0,0.6666666666666666,1.0,1.0,1.0,1.0
0.75,0.6666666666666666,1.0,0.0,1.0,1.0
0.25,0.3333333333333333,0.0,0.0,0.0,0.0
0.0,0.6666666666666666,1.0,0.0,0.0,0.0
0.5,1.0,1.0,0.5,1.0,0.0
0.0,0.3333333333333333,1.0,0.0,1.0,1.0
0.5,0.6666666666666666,1.0,1.0,1.0,0.0
0.0,0.6666666666666666,0.0,1.0,0.0,0.0
0.5,0.3333333333333333,0.0,0.5,1.0,1.0
0.25,0.0,0.0,0.5,0.0,1.0
0.25,0.3333333333333333,1.0,1.0,0.0,0.0
0.0,0.0,1.0,0.5,0.0,1.0
1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.6666666666666666,1.0,0.5,0.0,0.0
1.0,1.0,0.0,0.5,0.0,1.0
0.25,0.3333333333333333,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.5,0.0,1.0
1.0,0.3333333333333333,0.0,1.0,0.0,1.0
0.5,1.0,0.0,0.0,1.0,0.0
0.5,0.6666666666666666,1.0,1.0,0.0,0.0
0.5,0.6666666666666666,1.0,0.5,0.0,1.0
0.5,0.6666666666666666,0.0,0.5,0.0,1.0
0.5,0.0,0.0,0.5,0.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0
0.5,1.0,0.0,0.0,0.0,1.0
0.25,1.0,0.0,0.5,0.0,0.0
1.0,0.3333333333333333,0.0,0.0,1.0,0.0
0.75,0.0,1.0,0.5,1.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0
0.25,0.3333333333333333,0.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,0.5,0.0,0.0
1.0,0.3333333333333333,1.0,1.0,1.0,1.0
1.0,0.3333333333333333,0.0,0.5,1.0,1.0
0.25,0.6666666666666666,0.0,0.0,0.0,0.0
0.0,0.6666666666666666,1.0,1.0,0.0,0.0
1.0,0.6666666666666666,1.0,1.0,1.0,0.0
0.75,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0
0.75,0.3333333333333333,0.0,0.5,1.0,1.0
0.5,0.0,0.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.0,0.5,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.0,0.5,1.0,0.0
0.25,0.6666666666666666,0.0,0.5,1.0,0.0
0.75,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0
0.5,1.0,0.0,0.0,0.0,0.0
0.5,0.6666666666666666,1.0,0.5,1.0,1.0
0.5,0.0,1.0,0.5,0.0,1.0
0.25,0.3333333333333333,1.0,0.0,0.0,1.0
0.5,0.3333333333333333,1.0,0.5,0.0,1.0
0.25,1.0,0.0,0.0,1.0,0.0
0.75,0.6666666666666666,1.0,1.0,1.0,0.0
0.25,0.0,1.0,0.5,1.0,0.0
0.5,0.3333333333333333,1.0,0.0,0.0,1.0
0.5,0.0,0.0,0.5,1.0,1.0
0.75,0.6666666666666666,0.0,1.0,0.0,1.0
0.5,0.0,1.0,0.0,1.0,0.0
0.5,1.0,1.0,0.0,1.0,1.0
0.25,0.6666666666666666,0.0,0.0,1.0,1.0
0.25,0.3333333333333333,1.0,0.5,1.0,0.0
0.5,1.0,0.0,1.0,1.0,1.0
0.75,0.3333333333333333,1.0,1.0,1.0,1.0
0.0,0.6666666666666666,1.0,0.0,1.0,1.0
1.0,0.3333333333333333,1.0,0.0,1.0,1.0
0.0,0.6666666666666666,0.0,1.0,1.0,1.0
0.5,0.6666666666666666,1.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.0,0.5,0.0,0.0
0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0,1.0
0.25,1.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.6666666666666666,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.6666666666666666,0.0,0.0,0.0,1.0
0.5,0.0,1.0,0.5,1.0,1.0
0.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.0,0.0
0.25,0.0,1.0,0.0,0.0,1.0
0.0,0.6666666666666666,1.0,0.5,0.0,0.0
0.75,1.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.3333333333333333,0.0,0.5,0.0,1.0
0.25,0.6666666666666666,0.0,1.0,1.0,0.0
1.0,0.6666666666666666,1.0,0.5,1.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0
0.25,1.0,0.0,1.0,1.0,0.0
1.0,0.3333333333333333,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.5,1.0,0.0
0.25,0.0,1.0,1.0,0.0,1.0
0.25,1.0,1.0,0.5,1.0,1.0
0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.25,0.6666666666666666,0.0,0.5,0.0,0.0
0.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.5,0.0,0.0
0.5,1.0,1.0,1.0,1.0,1.0
0.75,1.0,0.0,0.5,0.0,0.0
1.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.75,0.6666666666666666,1.0,1.0,0.0,0.0
0.25,0.6666666666666666,1.0,1.0,1.0,0.0
0.5,0.3333333333333333,0.0,0.0,1.0,1.0
0.5,1.0,1.0,0.5,1.0,1.0
0.0,0.3333333333333333,1.0,1.0,1.0,1.0
0.0,0.6666666666666666,1.0,1.0,0.0,1.0
1.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.75,0.0,0.0,0.5,1.0,0.0
0.75,0.6666666666666666,0.0,1.0,1.0,1.0
0.5,1.0,0.0,0.5,0.0,0.0
0.75,0.0,1.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.0,1.0,0.0,1.0
1.0,0.6666666666666666,0.0,0.5,1.0,1.0
0.5,0.0,0.0,1.0,0.0,1.0
1.0,0.3333333333333333,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,1.0,1.0
0.0,0.0,1.0,1.0,0.0,1.0
1.0,0.6666666666666666,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.5,1.0,0.0
0.5,0.0,0.0,0.0,0.0,1.0
0.5,0.0,1.0,0.5,0.0,0.0
0.25,0.0,1.0,1.0,1.0,1.0
0.75,0.3333333333333333,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5,0.0,0.0
0.25,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.5,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.6666666666666666,1.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,1.0,0.0
0.5,0.3333333333333333,0.0,0.5,1.0,0.0
0.0,0.6491024748629374,0.0,0.0,0.0,0.0
0.5439587824690026,1.0,0.0,0.0879175649380052,0.0,0.0
0.643898399605072,0.1414688005265706,0.0,0.287796799210144,0.0,0.0
0.0,0.6666666666666666,1.0,0.0587472034904989,0.0,0.0
0.6264831154078716,1.0,0.0,0.2529662308157432,0.0,0.0
0.0,0.0,0.0,0.4654275124705599,0.0,0.0
0.0,0.8812484771581717,0.0,0.1781272842627425,0.0,0.0
0.5,0.0,0.0,0.2770258242515513,0.0,0.0
0.4682241888728736,0.0,0.0,0.5,0.0,0.0
0.5,0.1081087463206459,0.0,0.0,0.0,0.0
0.0186587024505221,0.3084550633993038,0.0,0.0,0.0,0.0
0.5,0.2270312105930199,0.0,0.0,0.0,0.0
0.0,0.0353536371208924,0.0,0.5,0.0,0.0
0.1611314350248655,0.4518247533001793,1.0,0.1611314350248655,0.0,0.0
0.0,0.0655480102053316,0.0,0.5,0.0,0.0
0.0,0.2486351561390355,0.0,0.3729527342085534,0.0,0.0
0.0,0.347166552349366,0.0,0.2396250857379754,0.0,0.0
0.5,0.0,0.0,0.0375913159525548,0.0,0.0
0.6958274350356716,0.0722300866191046,0.0,0.3916548700713431,0.0,0.0
0.0,0.2639144749861538,0.0,0.5,0.0,0.0
0.5730237931448656,0.0,0.0,0.3230237931448656,0.0,0.0
0.1305842899082418,0.5796104733945054,0.7388314201835163,0.0,0.0,0.0
0.0,0.4254226929520574,0.0,0.0,0.0,0.0
0.1631436218559044,0.7754290812372696,0.673712756288191,0.0,0.0,0.0
0.0,0.6666666666666666,0.0,0.093441090313758,0.0,0.0
0.5,0.0,0.0,0.4121742569641186,0.0,0.0
0.2404445575527324,0.3460739232630234,1.0,0.2404445575527324,0.0,0.0
0.75,0.725923082325025,0.0,0.5,0.0,0.0
0.0,0.6266300138154877,0.0,0.5,0.0,0.0
0.0,0.6039384230782009,0.8118152692346028,0.0,0.0,0.0
0.0,0.0,0.0,0.0952538088868434,0.0,0.0
0.6375250203336579,0.7000667208897542,0.0,0.2750500406673157,0.0,0.0
0.3165839852637978,0.0,0.0,0.0665839852637977,0.0,0.0
0.0134832611850691,0.3153556517532411,0.0,0.0269665223701383,0.0,0.0
0.5,0.1153389513725096,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2984487922366868,0.0,0.0
0.0,0.5968873770863498,0.0,0.5,0.0,0.0
0.0061505581560755,0.3251325891252326,0.0,0.012301116312151,0.0,0.0
0.4914185153012103,0.9942790102008068,0.0,0.0,0.0,0.0
0.75,0.910605240608814,0.0,0.5,0.0,0.0
0.0338258280957486,0.6215655625390017,1.0,0.5,0.0,0.0
